ProductID,ProductName,Category,Price,CreatedDate
1620,Speaker,Electronics,8057.16,2025-07-13
1633,Table,Furniture,22466.95,2026-02-12
1655,Jeans,Clothing,4966.03,2025-10-23
1663,Office Chair,Furniture,81037.52,2024-10-04
1672,Shirt,Clothing,79954.72,2026-02-13
1736,Table,Furniture,97150.81,2025-09-18
1752,Refrigerator,Home Appliances,96104.92,2024-06-23
1768,Sofa,Furniture,58579.06,2024-11-17
1772,T-Shirt,Clothing,82758.87,2025-05-16
1809,Jeans,Clothing,79130.81,2025-09-08
1813,Data Science Book,Books,48472.82,2025-05-06
1829,Washing Machine,Home Appliances,66905.5,2025-05-06
1830,Novel,Books,32448.97,2025-10-25
1839,Tennis Racket,Sports,60312.68,2024-10-14
1841,Office Desk,Furniture,60851.36,2026-04-05
1864,Washing Machine,Home Appliances,70134.45,2025-12-14
1894,Football,Sports,47845.65,2024-09-29
1911,Programming Book,Books,20023.72,2025-01-23
1918,T-Shirt,Clothing,8076.85,2026-02-14
1926,Tennis Racket,Sports,38129.35,2025-01-04
1943,Data Science Book,Books,60317.82,2025-06-16
1996,Football,Sports,2944.67,2025-11-02
2004,Cupboard,Furniture,4599.71,2026-03-13
2030,Mixer,Home Appliances,8306.04,2025-10-24
2066,Office Desk,Furniture,42847.62,2026-02-01
2101,Keyboard,Electronics,73414.47,2025-01-24
2106,Washing Machine,Home Appliances,38960.2,2024-08-23
2115,Office Chair,Furniture,7157.2,2026-01-03
2116,Cupboard,Furniture,80286.11,2025-05-31
2122,Football,Sports,49405.38,2026-02-04
2142,Cupboard,Furniture,37869.87,2025-10-18
2146,Novel,Books,17046.36,2024-09-13
2153,Tablet,Electronics,8401.98,2025-08-26
2163,Mixer,Home Appliances,38105.04,2025-03-24
2185,Office Chair,Furniture,71966.41,2026-02-06
2191,Novel,Books,9993.17,2026-01-15
2224,Keyboard,Electronics,47488.93,2025-11-07
2228,Cricket Bat,Sports,75556.96,2024-07-05
2234,Mobile Phone,Electronics,94703.69,2025-12-02
2246,Sofa,Furniture,94439.79,2025-04-25
2260,Jacket,Clothing,95427.93,2026-04-03
2337,Football,Sports,50724.64,2025-09-12
2349,Programming Book,Books,34091.89,2025-08-10
2356,Sofa,Furniture,48854.44,2025-09-05
2366,Novel,Books,792.95,2024-10-03
2383,Programming Book,Books,9331.76,2025-09-25
2418,Keyboard,Electronics,57401.59,2026-01-19
2429,Programming Book,Books,85488.66,2025-09-01
2447,Shirt,Clothing,38241.76,2025-08-11
2455,Laptop,Electronics,56821.7,2025-01-15
2477,Refrigerator,Home Appliances,81851.22,2025-11-29
2494,Washing Machine,Home Appliances,52773.46,2025-09-18
2498,Table,Furniture,59245.45,2025-05-15
2501,Shirt,Clothing,50120.39,2026-05-22
2507,Tennis Racket,Sports,48324.87,2025-11-07
2508,Cupboard,Furniture,11627.51,2024-11-20
2536,Data Science Book,Books,87261.73,2026-05-28
2544,Gym Kit,Sports,94489.78,2025-08-15
2564,Football,Sports,74145.53,2026-03-31
2589,Dictionary,Books,91858.9,2025-02-26
2625,T-Shirt,Clothing,36617.19,2026-01-02
2626,Shirt,Clothing,50789.98,2025-03-08
2695,Washing Machine,Home Appliances,46615.28,2025-06-06
2715,Sofa,Furniture,90155.49,2024-08-08
2716,Cricket Bat,Sports,97496.94,2024-06-06
2719,Data Science Book,Books,69017.39,2025-12-27
2723,Monitor,Electronics,16718.95,2024-09-14
2728,T-Shirt,Clothing,90736.28,2025-02-05
2737,Cupboard,Furniture,61389.47,2025-05-06
2774,Office Chair,Furniture,82732.34,2025-09-16
2778,Laptop,Electronics,10400.08,2024-06-11
2793,T-Shirt,Clothing,56505.73,2025-12-25
2796,Shirt,Clothing,1162.07,2026-05-04
2837,Tablet,Electronics,4127.44,2026-02-01
2840,Table,Furniture,84877.82,2024-11-14
2846,Table,Furniture,77606.16,2024-11-19
2849,Dictionary,Books,815.2,2025-12-21
2859,Jeans,Clothing,18834.62,2025-12-09
2868,Mobile Phone,Electronics,71757.22,2024-09-01
2873,Washing Machine,Home Appliances,72201.1,2025-01-20
2886,Keyboard,Electronics,83582.69,2025-01-20
2908,Tennis Racket,Sports,95755.89,2024-10-26
2922,Cricket Bat,Sports,26540.36,2025-09-10
2936,Laptop,Electronics,64386.27,2026-05-14
2938,Laptop,Electronics,30498.57,2026-04-12
2939,Washing Machine,Home Appliances,27907.56,2025-07-27
2945,Microwave,Home Appliances,39543.9,2026-02-11
2946,Office Chair,Furniture,76513.79,2025-12-01
2952,Office Desk,Furniture,6648.72,2025-08-30
2955,Keyboard,Electronics,77351.85,2026-03-30
2956,Laptop,Electronics,57686.11,2026-03-03
2968,Mobile Phone,Electronics,21763.25,2025-12-25
2990,Washing Machine,Home Appliances,90425.59,2025-09-07
2995,Gym Kit,Sports,86873.82,2026-04-29
3001,Mouse,Electronics,61248.21,2026-02-23
3021,Table,Furniture,94951.99,2024-10-28
3027,Sofa,Furniture,80357.34,2025-04-08
3054,Office Desk,Furniture,83640.53,2025-10-12
3073,Jeans,Clothing,37986.03,2024-08-05
3075,Mobile Phone,Electronics,65185.18,2025-06-07
3082,Data Science Book,Books,44973.61,2026-05-25
3096,Jeans,Clothing,33251.5,2024-07-28
3097,Table,Furniture,58215.43,2025-03-01
3119,Novel,Books,85414.61,2026-01-04
3121,Mobile Phone,Electronics,70634.09,2026-03-13
3122,Mouse,Electronics,57756.09,2026-01-26
3139,Office Desk,Furniture,9159.17,2024-10-29
3149,Washing Machine,Home Appliances,72830.4,2025-05-16
3151,Football,Sports,72355.17,2025-09-04
3165,Keyboard,Electronics,7456.89,2024-12-02
3175,Sofa,Furniture,60294.61,2025-12-22
3196,Cricket Bat,Sports,86493.43,2024-09-27
3233,Washing Machine,Home Appliances,66834.42,2024-08-13
3246,T-Shirt,Clothing,53942.44,2024-11-14
3259,Speaker,Electronics,98960.5,2025-06-29
3261,Speaker,Electronics,63174.01,2026-04-28
3303,Shirt,Clothing,45637.87,2025-01-07
3328,Microwave,Home Appliances,73750.52,2025-04-12
3331,Speaker,Electronics,16901.58,2025-07-16
3332,Data Science Book,Books,42725.95,2025-10-31
3397,T-Shirt,Clothing,22308.09,2025-03-03
3404,Table,Furniture,90423.97,2024-09-30
3414,Cricket Bat,Sports,37273.36,2026-05-14
3437,Office Chair,Furniture,51038.31,2025-08-06
3439,Jeans,Clothing,48868.49,2024-11-21
3454,Jeans,Clothing,27003.87,2026-04-02
3482,Dictionary,Books,71677.5,2025-12-02
3484,T-Shirt,Clothing,71429.34,2025-06-29
3501,Office Desk,Furniture,63139.89,2025-02-10
3516,Football,Sports,86035.18,2025-03-07
3517,Mobile Phone,Electronics,46767.18,2025-07-26
3533,Sofa,Furniture,34008.43,2025-09-12
3540,Office Desk,Furniture,38200.76,2024-12-01
3572,Jeans,Clothing,68083.65,2025-02-02
3582,Office Chair,Furniture,83496.84,2025-12-28
3625,Dictionary,Books,22173.65,2025-10-31
3632,Speaker,Electronics,70118.17,2026-03-14
3671,Office Desk,Furniture,24386.69,2024-10-12
3683,Cupboard,Furniture,11817.83,2025-03-17
3695,Jacket,Clothing,19597.35,2024-11-15
3707,Shirt,Clothing,5848.83,2025-04-04
3716,Football,Sports,7246.6,2025-12-23
3737,Refrigerator,Home Appliances,45446.09,2025-05-10
3741,Data Science Book,Books,78753.34,2024-12-05
3773,Gym Kit,Sports,81731.83,2025-03-04
3808,Dictionary,Books,48575.45,2026-04-07
3829,Data Science Book,Books,70374.59,2024-07-16
3842,Tennis Racket,Sports,14240.48,2026-01-05
3884,Tennis Racket,Sports,13985.52,2026-04-15
3892,Novel,Books,36824.47,2025-03-28
3918,Gym Kit,Sports,77249.4,2026-03-09
3962,Tablet,Electronics,43154.03,2025-04-20
3997,Tennis Racket,Sports,5613.13,2025-10-06
4011,Novel,Books,16023.84,2025-10-05
4016,Dictionary,Books,86446.39,2026-04-21
4027,Microwave,Home Appliances,83443.1,2026-02-04
4034,Mixer,Home Appliances,32849.38,2025-03-22
4059,Table,Furniture,44749.16,2025-04-17
4061,Cricket Bat,Sports,59833.97,2026-04-17
4073,Mixer,Home Appliances,88794.57,2026-05-11
4089,Dictionary,Books,37580.84,2024-07-19
4099,Programming Book,Books,82966.49,2025-08-14
4119,Gym Kit,Sports,50088.68,2026-04-15
4126,Football,Sports,40085.42,2024-11-28
4138,Office Chair,Furniture,56057.35,2025-01-11
4140,Cricket Bat,Sports,47250.13,2024-08-01
4162,Laptop,Electronics,94035.49,2024-12-14
4163,Football,Sports,98297.3,2024-07-02
4184,Cricket Bat,Sports,47970.08,2025-12-31
4194,Washing Machine,Home Appliances,8465.61,2024-06-10
4198,Microwave,Home Appliances,59825.1,2024-12-11
4259,Office Chair,Furniture,91051.1,2024-11-09
4262,Jeans,Clothing,37108.7,2025-09-04
4279,Microwave,Home Appliances,74592.07,2025-05-05
4310,Shirt,Clothing,73068.87,2026-02-14
4314,Mouse,Electronics,26838.18,2026-02-21
4317,Washing Machine,Home Appliances,91631.95,2025-07-05
4318,Jacket,Clothing,35986.55,2024-10-20
4344,Office Chair,Furniture,13133.6,2025-10-31
4348,Laptop,Electronics,78727.94,2025-03-03
4366,Tablet,Electronics,13556.19,2024-09-09
4376,Keyboard,Electronics,37817.71,2026-03-06
4382,Office Desk,Furniture,91374.85,2025-05-22
4386,Football,Sports,9420.19,2025-03-25
4400,Novel,Books,10320.2,2026-02-01
4451,Washing Machine,Home Appliances,13839.3,2026-02-07
4487,Washing Machine,Home Appliances,12577.9,2025-09-18
4510,T-Shirt,Clothing,98594.93,2025-11-11
4512,Cupboard,Furniture,65197.31,2026-03-02
4519,Washing Machine,Home Appliances,12193.49,2025-06-30
4520,Shirt,Clothing,23451.0,2024-10-04
4524,Speaker,Electronics,73214.46,2024-06-27
4564,Football,Sports,54155.92,2025-03-23
4599,Microwave,Home Appliances,5776.52,2024-07-24
4623,Tennis Racket,Sports,55791.75,2025-11-16
4639,Mixer,Home Appliances,16378.25,2024-10-16
4662,Table,Furniture,78066.34,2025-12-26
4685,Cricket Bat,Sports,25084.9,2025-06-27
4719,Microwave,Home Appliances,44627.95,2025-01-20
4725,T-Shirt,Clothing,29130.02,2025-08-20
4727,Jeans,Clothing,97481.29,2024-09-09
4752,Cupboard,Furniture,62384.57,2024-11-27
4763,Jacket,Clothing,18931.69,2026-04-26
4776,Refrigerator,Home Appliances,50975.77,2025-07-08
4785,Jeans,Clothing,76307.79,2025-04-02
4795,Table,Furniture,33174.16,2024-11-27
4801,Microwave,Home Appliances,16875.15,2025-06-29
4807,Jeans,Clothing,22420.66,2026-04-23
4818,Office Desk,Furniture,87606.29,2025-10-22
4861,Washing Machine,Home Appliances,31588.92,2024-12-01
4885,T-Shirt,Clothing,99482.13,2026-01-16
4895,T-Shirt,Clothing,69629.49,2024-08-29
4995,Mouse,Electronics,71040.72,2026-02-05
16,T-Shirt,Clothing,1349.63,2024-06-11
64,Tablet,Electronics,88730.0,2025-10-05
74,Cricket Bat,Sports,61642.15,2025-06-18
94,Tennis Racket,Sports,12078.39,2024-11-07
105,Cricket Bat,Sports,2048.37,2026-05-24
121,Office Chair,Furniture,30202.1,2026-03-31
138,Jacket,Clothing,50377.38,2025-05-14
141,Data Science Book,Books,6409.05,2024-06-02
146,Monitor,Electronics,11122.22,2025-03-01
151,Programming Book,Books,87954.98,2026-03-10
165,Dictionary,Books,37289.04,2025-10-19
194,Programming Book,Books,39873.27,2025-06-13
231,Office Desk,Furniture,54238.37,2025-07-11
249,Washing Machine,Home Appliances,92514.02,2024-12-05
250,Washing Machine,Home Appliances,98469.96,2025-06-27
331,Mixer,Home Appliances,10731.79,2024-06-15
338,Gym Kit,Sports,43770.32,2024-10-07
341,Cupboard,Furniture,25015.17,2026-03-17
346,Football,Sports,87202.88,2025-01-17
357,Football,Sports,91120.98,2024-06-12
370,T-Shirt,Clothing,50454.93,2025-11-22
375,Programming Book,Books,53106.38,2025-05-08
377,Cupboard,Furniture,74077.28,2025-01-22
396,Dictionary,Books,38754.04,2026-01-14
414,Microwave,Home Appliances,19895.88,2025-08-17
428,Monitor,Electronics,68040.22,2024-12-19
432,Washing Machine,Home Appliances,32409.61,2025-04-12
433,Microwave,Home Appliances,54817.47,2025-11-15
459,Shirt,Clothing,5084.11,2024-06-30
465,Shirt,Clothing,60116.62,2025-01-10
474,Office Chair,Furniture,96744.47,2025-12-01
492,Refrigerator,Home Appliances,70686.89,2026-05-03
529,Mouse,Electronics,71612.44,2026-02-11
539,Refrigerator,Home Appliances,27049.23,2025-09-03
552,Programming Book,Books,3683.37,2026-05-13
568,Refrigerator,Home Appliances,7832.86,2025-03-25
579,Office Chair,Furniture,27966.98,2024-11-30
593,Laptop,Electronics,93997.15,2024-09-07
597,Office Chair,Furniture,8273.2,2025-12-24
623,Data Science Book,Books,67261.3,2026-06-01
636,Keyboard,Electronics,48651.42,2024-10-19
657,Mouse,Electronics,5198.86,2025-09-16
666,Sofa,Furniture,22273.95,2026-05-26
698,Novel,Books,70730.04,2025-11-17
704,Office Desk,Furniture,61271.81,2025-05-28
725,Cupboard,Furniture,34864.86,2025-01-21
731,Tennis Racket,Sports,70607.18,2025-06-29
742,Office Chair,Furniture,85958.79,2024-10-23
755,Keyboard,Electronics,47759.33,2025-03-21
798,Shirt,Clothing,12211.73,2025-09-06
855,Speaker,Electronics,94710.71,2025-07-16
860,Microwave,Home Appliances,71453.45,2024-09-17
861,Mixer,Home Appliances,14284.08,2024-09-29
873,Jacket,Clothing,15226.13,2026-04-20
876,Office Chair,Furniture,23499.51,2025-06-24
894,Data Science Book,Books,93464.08,2025-12-17
905,Programming Book,Books,78046.79,2025-09-06
913,Monitor,Electronics,10492.61,2025-07-17
922,Sofa,Furniture,63292.66,2024-12-21
957,Jacket,Clothing,57095.66,2025-09-11
975,Dictionary,Books,57325.4,2025-07-28
976,Dictionary,Books,75493.46,2025-01-14
988,Data Science Book,Books,66801.67,2025-03-28
994,Programming Book,Books,39001.87,2025-12-18
1015,Dictionary,Books,33188.16,2026-02-20
1022,Microwave,Home Appliances,11608.64,2025-09-11
1025,Data Science Book,Books,75970.39,2026-02-15
1060,T-Shirt,Clothing,98142.3,2026-02-15
1084,Tennis Racket,Sports,86187.92,2026-04-18
1089,T-Shirt,Clothing,25293.6,2024-09-13
1094,Dictionary,Books,80761.28,2024-12-29
1100,T-Shirt,Clothing,97316.96,2025-12-26
1122,Football,Sports,55923.22,2025-10-09
1132,Refrigerator,Home Appliances,42891.2,2026-03-07
1145,Office Desk,Furniture,79175.96,2024-12-06
1155,Jacket,Clothing,52444.44,2026-04-21
1179,Data Science Book,Books,10077.03,2025-03-27
1184,Office Chair,Furniture,59366.39,2025-10-31
1220,Refrigerator,Home Appliances,2685.2,2024-06-06
1222,Refrigerator,Home Appliances,81055.99,2025-07-21
1239,Tablet,Electronics,57478.05,2025-05-13
1247,Cupboard,Furniture,74333.3,2025-04-19
1285,Mobile Phone,Electronics,97170.04,2026-05-20
1304,Office Desk,Furniture,24467.93,2025-03-17
1315,Mobile Phone,Electronics,91901.14,2024-10-17
1330,Tennis Racket,Sports,21207.81,2025-05-12
1381,Jacket,Clothing,47319.66,2024-12-27
1394,Refrigerator,Home Appliances,61262.82,2025-12-21
1424,Cricket Bat,Sports,12182.58,2025-03-02
1455,Football,Sports,65989.1,2026-03-17
1471,Cricket Bat,Sports,49679.88,2025-01-26
1478,Jeans,Clothing,33888.08,2024-06-13
1483,Table,Furniture,85911.88,2026-05-13
1488,Dictionary,Books,6630.43,2025-05-13
1490,Cupboard,Furniture,92421.13,2025-12-26
1491,Cricket Bat,Sports,85535.71,2024-06-05
1513,Office Desk,Furniture,53541.83,2024-12-16
1534,Cupboard,Furniture,92012.39,2025-01-26
1574,Data Science Book,Books,30823.7,2025-07-19
1588,Washing Machine,Home Appliances,30577.44,2026-01-25
1597,Football,Sports,23337.03,2024-06-16
1603,Programming Book,Books,73241.68,2025-05-04
1653,Tablet,Electronics,41094.76,2024-09-11
1693,Jeans,Clothing,61798.86,2025-08-03
1703,Mixer,Home Appliances,99066.51,2024-09-16
1708,Office Desk,Furniture,89084.31,2025-02-05
1721,Washing Machine,Home Appliances,76409.65,2026-03-10
1744,Sofa,Furniture,46078.43,2026-01-12
1769,Speaker,Electronics,14640.96,2025-05-25
1799,Shirt,Clothing,85997.69,2024-12-16
1811,Refrigerator,Home Appliances,49932.41,2025-04-03
1819,Office Chair,Furniture,46891.7,2024-07-27
1838,Office Desk,Furniture,67436.81,2025-05-05
1851,Office Chair,Furniture,33653.98,2025-09-24
1874,Cupboard,Furniture,96587.44,2024-11-29
1901,Dictionary,Books,36850.23,2026-03-12
1990,Dictionary,Books,49204.75,2024-08-12
1991,Football,Sports,13752.95,2026-05-18
2006,Keyboard,Electronics,87421.8,2025-09-17
2008,Jacket,Clothing,34578.26,2025-05-27
2061,Shirt,Clothing,55963.89,2025-04-04
2090,Keyboard,Electronics,18154.58,2025-02-14
2099,Cupboard,Furniture,66927.08,2024-07-14
2103,Keyboard,Electronics,83769.63,2025-09-23
2119,Washing Machine,Home Appliances,29169.56,2025-04-22
2144,Gym Kit,Sports,61680.92,2024-06-25
2151,Keyboard,Electronics,17674.92,2026-05-09
2154,Microwave,Home Appliances,6087.58,2025-04-03
2160,Office Chair,Furniture,38413.12,2025-02-01
2172,Novel,Books,93851.28,2025-04-19
2173,Gym Kit,Sports,92875.38,2024-12-17
2187,Cupboard,Furniture,97801.78,2025-09-17
2203,Dictionary,Books,37008.45,2025-10-26
2235,Monitor,Electronics,41823.54,2024-10-13
2240,Sofa,Furniture,57781.96,2024-07-19
2273,Gym Kit,Sports,22223.17,2025-11-22
2276,Gym Kit,Sports,32365.42,2025-08-09
2281,Tennis Racket,Sports,17545.4,2024-11-03
2311,Tablet,Electronics,45042.42,2024-06-22
2320,T-Shirt,Clothing,2551.19,2025-04-25
2329,Cupboard,Furniture,44795.63,2026-01-23
2333,Office Desk,Furniture,33584.42,2024-07-17
2350,Washing Machine,Home Appliances,53565.44,2024-07-03
2377,Cricket Bat,Sports,3710.47,2025-11-25
2387,Gym Kit,Sports,52367.99,2024-06-13
2430,Washing Machine,Home Appliances,99102.5,2025-05-14
2449,Office Chair,Furniture,30106.49,2025-08-27
2458,Tennis Racket,Sports,60896.53,2024-12-11
2473,Sofa,Furniture,41585.48,2024-06-10
2505,Table,Furniture,5674.35,2025-04-22
2513,Cricket Bat,Sports,20955.79,2025-08-25
2551,Sofa,Furniture,54957.1,2025-03-27
2560,Keyboard,Electronics,96771.83,2026-05-02
2568,Monitor,Electronics,67582.06,2025-01-23
2570,Office Chair,Furniture,83049.55,2025-07-18
2579,Novel,Books,39928.3,2025-09-11
2580,Table,Furniture,30577.93,2026-02-20
2602,Data Science Book,Books,81926.09,2025-04-02
2654,Gym Kit,Sports,31184.04,2024-12-25
2675,Speaker,Electronics,15031.97,2025-09-28
2680,Laptop,Electronics,30960.19,2024-12-16
2684,Data Science Book,Books,23419.39,2025-06-18
2697,Cupboard,Furniture,10608.21,2025-02-06
2705,Cupboard,Furniture,71953.35,2025-08-22
2707,Tablet,Electronics,2220.92,2024-06-08
2740,Mobile Phone,Electronics,68325.65,2025-07-19
2752,T-Shirt,Clothing,99437.0,2025-09-11
2757,Washing Machine,Home Appliances,40894.93,2024-07-05
2760,Mixer,Home Appliances,26069.34,2025-08-18
2764,Mobile Phone,Electronics,85195.39,2025-02-10
2773,Tennis Racket,Sports,11529.05,2025-03-27
2777,Speaker,Electronics,42276.24,2025-09-11
2784,Mixer,Home Appliances,11486.15,2024-09-04
2811,Dictionary,Books,16750.09,2025-05-23
2835,Programming Book,Books,82983.43,2025-04-09
2839,Refrigerator,Home Appliances,57803.4,2025-07-10
2854,T-Shirt,Clothing,10356.1,2025-08-30
2867,Tennis Racket,Sports,87671.21,2024-10-15
2870,Laptop,Electronics,37110.17,2026-02-19
2895,Cricket Bat,Sports,77788.11,2025-02-26
2906,Cupboard,Furniture,43963.35,2024-09-03
2920,Gym Kit,Sports,57647.42,2025-06-14
2921,Mobile Phone,Electronics,54730.6,2026-05-23
2933,Cricket Bat,Sports,4519.64,2026-04-02
2959,Monitor,Electronics,97924.47,2025-09-06
2984,Shirt,Clothing,3353.11,2025-04-21
2987,Speaker,Electronics,31391.23,2024-12-30
2997,Washing Machine,Home Appliances,72650.16,2025-10-13
3037,Tablet,Electronics,43530.7,2025-12-17
3047,Cricket Bat,Sports,22398.93,2026-01-07
3067,Monitor,Electronics,37568.44,2025-08-12
3076,Keyboard,Electronics,37622.23,2025-03-03
3080,Office Chair,Furniture,86697.21,2025-04-23
3083,Shirt,Clothing,43038.09,2024-07-12
3091,Football,Sports,92752.22,2025-03-16
3102,Keyboard,Electronics,12725.94,2025-06-20
3157,T-Shirt,Clothing,70929.35,2024-07-27
3159,Data Science Book,Books,11431.15,2024-06-28
3179,Speaker,Electronics,49012.74,2026-04-14
3181,Speaker,Electronics,19761.6,2026-01-14
3204,Novel,Books,75967.29,2025-05-21
3226,Keyboard,Electronics,52173.98,2025-01-06
3244,Cricket Bat,Sports,88194.37,2026-04-06
3276,Keyboard,Electronics,84001.42,2025-08-04
3292,Programming Book,Books,56681.29,2025-04-24
3298,Washing Machine,Home Appliances,73743.27,2024-08-09
3338,Table,Furniture,33035.81,2024-07-17
3353,Tablet,Electronics,75670.74,2024-10-13
3364,Dictionary,Books,60621.67,2026-01-11
3386,Data Science Book,Books,32285.36,2024-08-11
3421,Gym Kit,Sports,70648.29,2025-01-22
3451,Football,Sports,53482.58,2025-04-07
3465,Shirt,Clothing,94009.89,2024-06-25
3477,Gym Kit,Sports,77033.27,2025-08-14
3500,Mixer,Home Appliances,27270.29,2025-08-09
3526,Keyboard,Electronics,55672.53,2025-04-13
3623,Shirt,Clothing,57610.11,2024-08-06
3624,Dictionary,Books,30678.44,2024-11-30
3633,Keyboard,Electronics,91454.17,2025-04-14
3636,Cricket Bat,Sports,17701.72,2025-06-28
3651,Refrigerator,Home Appliances,80563.69,2025-05-01
3670,Programming Book,Books,46699.93,2024-06-14
3687,Programming Book,Books,27515.87,2024-10-04
3690,Shirt,Clothing,15924.24,2024-12-28
3692,Jacket,Clothing,90856.13,2026-01-11
3732,Office Chair,Furniture,78980.7,2026-04-16
3751,Speaker,Electronics,60129.87,2025-04-04
3771,Mobile Phone,Electronics,4078.92,2026-04-06
3775,Cricket Bat,Sports,92473.66,2025-10-04
